Crash_Date,Crash_Time,Aircraft_Type,Aircraft_SN,Base,Wing,Squadron,Mission_Type,Weapon,Target_Objective,Ceiling_Vis,Maneuver,Pass,Angle,Altitude,Airspeed,Mission_Phase,Where_Hit,Fire_Observed,Hit_Country,Loss_Country,Defense_Type,Pilot_Hit,Pilot_Rank,Pilot,Pilot_Egress,Pilot_Status,Pilot_Condition,Pilot_Recovered,Latitude,Longitude
1967-12-14,0557D,F-105D,591750,KRT,388TFW,469TFS,,_,Hanoi RR & highway bridge,/..,Pull up,0,0,0,0,At target,_,_,NVn,NVn,85mm AAA (prob. combat associated),p,Capt,Sehorn E. J.,_,POW (returned),_,_,20.566666666666666,106.11666666666666
1967-12-16,0314D,F-4D,667631,UBN,8TFW,555TFS,,_,_,/..,Level,0,0,9000,0,On station,Aft fuselage,Y,NVn,NVn,AA-missile (prob. from MiG-21),N,Maj,Low J. F.,Ejection,POW (returned),Minor injuries,_,21.333333333333332,106.1
1967-12-16,0830D,O-1G,5112097,NTR,_,21TASS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire (poss. combat associated),p,Maj,Cox C. T. Jr,Crash,KIA,_,_,13.266666666666667,108.65
1967-12-17,0820D,F-4D,667774,UBN,8TFW,497TFS,,_,_,/..,_,0,0,5000,0,_,Fuselage,Y,NVn,NVn,MiG cannon fire (prob. MiG-17),_,Maj,Fleenor K. R.,_,POW (returned),_,_,21.383333333333333,105.25
1967-12-17,0854D,F-105D,600422,KRT,388TFW,469TFS,,_,Lang Lau railroad bridge,/..,_,0,0,16000,425,Enroute,_,Y,NVn,NVn,AA-missile (prob. from MiG-21),_,1Lt,Ellis J. T.,Ejection,POW (returned),_,_,21.516666666666666,105.66666666666667
1967-12-17,0925D,F-4C,640782,CRB,12TFW,559TFS,,_,Automatic weapons site,8000/6,Pull up,2,45,5000,0,At target,_,N,NVn,NVn,57mm AAA,N,Col,Brett D.,Crash,Recovered,Minor injuries,USAF Helo,17.066666666666666,107.06666666666666
1967-12-17,1745N,F-4D,667757,UBN,8TFW,497TFS,,_,Huu Hung ferry,/..,_,0,0,2250,0,_,_,_,NVn,Sea,37mm AAA (prob.),_,Maj,Guttersen J. L.,Ejection,Recovered,Minor injuries,USN Helo,17.5,106.8
1967-12-20,1115D,F-100F,564005,PHC,37TFW,612TFS,,_,_,/..,_,0,0,0,0,_,_,_,NVn,NVn,57mm AAA,_,Maj,Cramer R. R.,_,POW (returned),_,_,17.583333333333332,106.2
1967-12-22,0915D,F-100D,562922,BHA,3TFW,531TFS,,_,Troops in contact,/..,Strafe,2,0,0,0,At target,_,N,SVn,SVn,Automatic weapons (prob.),p,Capt,Long R. L.,Crash,KIA,_,_,11.2,106.45
1967-12-25,0750D,O-2,6721337,DNG,_,20TASS,,_,_,/..,_,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,_,Maj,Lankford B. E.,Crash,KIA,_,_,15.283333333333333,108.66666666666667
1967-12-25,1334N,T-28,491558,NKP,56ACW,606ACS,,_,Trucks on Route 23,/..,Dive,0,0,4500,0,At target,_,_,LS,LS,Target debris (combat associated),p,Capt,Koonce T. T.,_,MIA,_,_,17.033333333333335,105.73333333333333
1967-12-25,1430N,O-2,6721390,DNG,_,20TASS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Automatic weapons,_,Maj,Sellers J. A.,Crash,KIA,_,_,16.9,106.95
1967-12-27,0730D,F-4C,637489,DNG,366TFW,390TFS,,_,Mission 303,/..,_,0,0,4000,0,_,_,Y,NVn,NVn,Automatic weapons (prob.),_,Maj,Miller H. W.,Ejection,Recovered,_,USN Helo,17.466666666666665,107.15
1967-12-28,0858D,C-130E,640547,NTR,314TAW,1Det,,_,Phuc Yen area,/..,_,0,0,0,0,_,_,_,NVn,LS,Gunfire (poss. combat associated),_,Maj,Claxton C. P.,_,MIA,_,_,20.15,103.36666666666666
1967-12-28,1210N,F-4D,667521,UBN,8TFW,435TFS,,_,Nine trucks on Route 911,/..,Dive,0,0,4000,0,At target,_,Y,LS,LS,37mm AAA,N,Capt,Coburn R. W.,Ejection,Recovered,Minor injuries,_,17.366666666666667,105.73333333333333
1967-12-29,1355N,A-26A,6417641,NKP,56ACW,609ACS,,_,Ten trucks on Route 911,/15,Roll in,4,0,0,0,At target,_,Y,LS,LS,37mm AAA,_,Capt,Cruz C. R.,_,MIA,_,_,16.85,106.1
1967-12-30,0800D,F-100F,563878,PHC,37TFW,612TFS,,_,Suspected SAM site,/..,Climb,0,0,3750,0,Enroute,_,N,NVn,NVn,57mm AAA,_,Maj,Sibson D. A.,Ejection,Recovered,Minor injuries,USAF Helo,17.416666666666668,106.95
1967-12-30,1228N,F-4C,637658,DNG,366TFW,480TFS,,_,Moving trucks,/10,Dive,0,0,0,0,At target,_,_,LS,LS,Automatic weapons (poss. combat associated),p,Maj,Swords S. J. III,_,MIA,_,_,17.033333333333335,105.95
1967-12-31,0050D,F-4C,637621,DNG,366TFW,389TFS,,_,_,/..,Pull up,2,0,4500,0,At target,Engine,Y,SVn,SVn,Automatic weapons (prob.),_,Maj,Sorensen J. I.,Ejection,Recovered,Minor injuries,Army Helo,14.566666666666666,107.68333333333334
1967-12-31,0235D,A-1E,52135007,NKP,56ACW,1ACS,,_,Vehicles,/15,Dive,3,25,4000,0,At target,_,_,LS,LS,Gunfire (poss. combat associated),p,1Lt,Belcher G. A.,_,MIA,_,_,17.25,105.46666666666667
1968-01-03,0945D,F-105D,581157,KRT,388TFW,469TFS,,_,Kinh No railroad yard,8000/7,_,0,0,10000,0,Enroute,Fuselage,N,NVn,NVn,AA-missile (prob. from MiG-21),N,Col,Bean J. E.,Ejection,POW (returned),Uninjured,_,21.6,105.26666666666667
1968-01-04,0600D,F-100D,553765,THA,31TFW,308TFS,,_,Gun site,/..,Pull up,2,0,5000,0,At target,_,Y,SVn,SVn,Gunfire,_,Capt,Pollak J. E.,Ejection,Recovered,Uninjured,USAF Helo,12.55,108.38333333333334
1968-01-05,0055D,F-105F,638356,TKL,355TFW,357TFS,,_,Dong Luc railroad bridge,/..,_,0,0,5000,500,At target,Left wing,Y,NVn,NVn,MiG cannon fire (prob. MiG-17),_,Maj,Hartney J. C.,Ejection,MIA,_,_,21.5,106.16666666666667
1968-01-05,0220D,RF-4C,650865,UDN,432TRW,11TRS,,_,Phuc Yen area,/..,Level,0,0,7000,0,At target,_,N,NVn,THL,Heavy AAA,N,LtCol,Rodenbach W. T.,Ejection,Recovered,Minor injuries,USAF Helo,17.766666666666666,103.4
1968-01-05,0848D,F-105D,610068,KRT,388TFW,469TFS,,_,Kep airfield,/7,Pull up,1,0,9000,0,At target,Center fuselage,N,NVn,NVn,85mm AAA,_,Capt,Jones W. E.,Ejection,MIA,_,_,21.2,106.46666666666667
1968-01-07,0548D,F-100D,553619,PHC,37TFW,612TFS,,_,VietCong,/..,Roll in,2,0,2000,0,At target,Left fuselage,Y,SVn,Sea,Gunfire,_,Maj,Wright D. P.,Ejection,Recovered,Minor injuries,USAF Helo,16.133333333333333,108.41666666666667
1968-01-07,1955N,RF-4C,650913,TSN,460TRW,_,,_,Dak To area,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire (poss. combat associated),_,Capt,Smith H. W.,_,KIA,_,_,14.95,107.58333333333333
1968-01-09,1315N,F-4D,668729,UBN,8TFW,497TFS,,_,Trucks,/..,Dive,0,0,0,0,At target,_,_,LS,LS,37mm AAA (poss.),_,LtCol,Green N. M.,_,MIA,_,_,16.75,106.13333333333334
1968-01-10,0907D,F-4D,668704,UDN,432TRW,13TFS,,_,Hoa Lac airfield,/..,_,0,0,20000,0,Enroute,Aft fuselage,Y,NVn,NVn,SAM,N,Capt,Hall K. N.,Ejection,POW (returned),Uninjured,_,20.6,104.78333333333333
1968-01-14,0122D,F-105D,600489,KRT,388TFW,469TFS,,_,Yen Bai airfield,/..,_,0,0,17000,0,At target,Aft fuselage,Y,NVn,NVn,AA-missile (prob. from MiG-21),_,Maj,Horne S. H.,Ejection,MIA,_,_,21.75,105.08333333333333
1968-01-14,0840D,O-1G,5112750,NTR,_,21TASS,,_,Troops,/..,_,0,0,0,0,_,Engine,Y,SVn,SVn,Gunfire,N,1Lt,Trisko W. H.,Crashlanded,Recovered,Major injuries,USAF Helo,11.666666666666666,109.11666666666666
1968-01-14,0845D,EB-66C,550388,TKL,355TFW,41TEWS,,_,_,/..,_,0,0,29000,0,On station,Right engine,_,NVn,NVn,AA-missile,_,Maj,Mercer P. H.,Ejection,_,Major injuries,_,19.55,104.55
1968-01-16,0830D,F-4C,640927,DNG,366TFW,480TFS,,_,Mu Gia pass,/..,Level,0,0,24000,0,At target,_,Y,NVn,NVn,Own bomb (combat associated),_,Maj,Lewis C. E.,Ejection,Recovered,Uninjured,USAF Helo,17.866666666666667,105.95
1968-01-16,0830D,F-4C,668706,DNG,366TFW,480TFS,,_,Mu Gia pass,/..,Level,0,0,24000,0,At target,_,Y,NVn,NVn,Own bomb (combat associated),_,Capt,Stovin S. B.,Ejection,Recovered,_,_,17.866666666666667,105.95
1968-01-17,0500D,O-2,6721327,_,504TAS,20TASS,,_,_,/..,Takeoff,0,0,0,0,Enroute,_,_,SVn,SVn,Gunfire,_,Capt,Beach S. F. Jr,Crash,KIA,_,_,16.65,106.73333333333333
1968-01-17,0610D,A-1H,53134918,UDN,56ACW,602ACS,,_,SAR for Hanger 01,/..,_,0,0,0,0,On station,_,_,NVn,NVn,Automatic weapons,p,LtCol,Wilke R. F.,Crash,MIA,_,_,18.066666666666666,105.95
1968-01-18,0833D,F-4D,668720,UBN,8TFW,435TFS,,_,Bac Giang thermal power plant,/..,_,0,0,7000,0,At target,_,Y,NVn,NVn,MiG,_,Maj,Simonet K. A.,Ejection,POW (returned),_,_,21.266666666666666,106.1
1968-01-18,0836D,F-4D,667581,UBN,8TFW,435TFS,,_,Bac Giang thermal power plant,/..,_,0,0,7000,0,At target,_,Y,NVn,NVn,MiG,_,Capt,Hinckley R. B.,Ejection,POW (returned),_,_,21.3,106.5
1968-01-20,1500D,F-4C,640797,DNG,366TFW,389TFS,,_,Trucks,/..,_,2,0,0,0,At target,_,N,NVn,NVn,37mm AAA,p,Capt,Holley T. S.,_,MIA,_,_,17.7,106.48333333333333
1968-01-27,0350D,F-4C,637668,DNG,366TFW,390TFS,,_,Mission 302,/..,_,0,0,500,0,_,Fwd fuselage,Y,NVn,Sea,37mm AAA,_,Maj,Phillips R. W.,Ejection,Recovered,Uninjured,USAF Helo,16.166666666666668,108.25
1968-02-03,0905D,F-102A,591166,UDN,405FIW,509FIS,,_,None,/..,_,0,0,36000,0,_,Aft fuselage,N,NVn,u,AA-missile (prob. from MiG-21),N,1Lt,Wiggins W. L.,Crash,MIA,_,_,,
1968-02-04,2148Dw,RF-4C,660443,UDN,432TRW,14TRS,,_,Mission 169T,/..,_,0,0,0,0,_,_,_,LS,LS,Light 37mm AAA (prob.),p,1Lt,Potter W. T.,_,KIA,_,_,17.416666666666668,105.66666666666667
1968-02-04,2352D,F-105D,605384,KRT,388TFW,34TFS,,_,Thai Nguyen barracks,/..,_,0,0,18000,515,Enroute,Engine,Y,NVn,NVn,AA-missile (prob. from MiG-21),_,Capt,Lasiter C. W.,Ejection,POW (returned),_,_,21.616666666666667,105.28333333333333
1968-02-08,0830D,F-4D,667769,UBN,8TFW,555TFS,,_,Phuc Yen airfield,/..,Level,0,0,500,450,At target,Left engine,Y,NVn,LS,Heavy aimed 37/57mm AAA,N,Capt,Dorsett T. K. Jr,Ejection,Recovered,Minor injuries,USAF Helo,20.35,103.71666666666667
1968-02-08,0845D,A-1H,52135043,PLK,14ACW,1ACS,,Napalm,Three enemy tanks near Lang Vei,1200/10,_,2,15,500,0,At target,_,N,LS,LS,Gunfire,p,Maj,Lapham R. G.,Crash,KIA,_,_,16.566666666666666,106.66666666666667
1968-02-12,0745D,A-1H,54135324,UDN,56ACW,602ACS,,_,Enemy tanks,/..,_,0,0,0,0,At target,_,N,LS,LS,Gunfire,_,Capt,Kimminau P. F.,Ejection,Recovered,Injured,AA Helo,20.366666666666667,103.68333333333334
1968-02-14,0045D,F-105D,600418,KRT,388TFW,34TFS,,_,Hanoi RR and highway bridge,/6,_,0,0,8000,450,Return,_,Y,NVn,NVn,SAM,_,Capt,Elliot R. M.,Ejection,MIA,_,_,20.75,105.95
1968-02-14,1732N,F-100D,563304,BHA,3TFW,90TFS,,_,Enemy gun position,/..,Strafe,3,0,0,0,At target,_,N,SVn,SVn,Gunfire,N,Capt,Lewis J. K.,Ejection,Recovered,Minor injuries,USAF Helo,10.1,105.75
1968-02-14,2238D,AC-47,4349059,PHR,14ACW,14ACS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire (poss. combat associated),_,LtCol,Waldron K. M. Jr,Crash,KIA,_,_,11.533333333333333,108.95
1968-02-15,0005D,F-4D,667586,DNG,366TFW,389TFS,,_,Trucks,3500/3,Strafe,2,0,5000,0,At target,Engine,_,NVn,NVn,Automatic weapons/37mm AAA,N,Capt,Carpenter J. V.,Ejection,POW (returned),Uninjured,_,17.5,106.66666666666667
1968-02-17,0025D,F-100F,563959,PHR,35TFW,614TFS,,_,Enemy position,/7,Pull up,2,0,0,0,At target,_,N,SVn,SVn,Gunfire,N,LtCol,Fields B. M.,Ejection,Recovered,Minor injuries,VNAF a/c,9.966666666666667,105.71666666666667
1968-02-18,0955D,F-105F,638293,KRT,388TFW,44TFS,,_,Storage and bivouac area,/..,Strafe,0,0,4500,0,At target,Left fuselage,N,LS,THL,37mm AAA,N,Maj,Muskat M. S.,Ejection,Recovered,Minor injuries,USAF HH53,17.3,102.75
1968-02-19,1620N,F-4C,640803,DNG,366TFW,390TFS,,_,Niagara Operations,/..,Takeoff,0,0,0,0,Enroute,_,N,SVn,LS,Gunfire (poss. combat associated),N,Capt,Brandt P. A.,Ejection,Recovered,Minor injuries,USAF Helo,16.333333333333332,106.86666666666666
1968-02-23,0010D,F-4D,668725,UDN,8TFW,497TFS,,_,None,/..,Level,0,0,12000,0,Return,Aft fuselage,Y,NVn,NVn,AA-missile (prob. from MiG-21),N,Maj,Guttersen L.,Ejection,POW (returned),Uninjured,_,21.4,107.28333333333333
1968-02-25,0546,F-100D,563261,PHC,37TFW,355TFS,,_,Troops,/..,Roll in,2,0,4400,0,At target,_,Y,LS,LS,37mm AAA,N,Capt,Flanagan B. E.,Ejection,Recovered,Minor injuries,USAF Helo,15.833333333333334,106.5
1968-02-25,0830D,O-1,562512,DNG,_,20TASS,,_,_,/12,_,0,0,0,0,_,_,N,SVn,SVn,Gunfire,N,Maj,Severson L. J.,Crashlanded,Recovered,Minor injuries,Army Helo,15.9,108.1
1968-02-26,0750D,F-100D,553762,BHA,3TFW,90TFS,,_,Troops,/..,Strafe,3,0,0,0,At target,Engine,Y,SVn,SVn,Gunfire,_,Capt,Sissell C. D.,Ejection,Recovered,Minor injuries,_,10.133333333333333,105.8
1968-02-27,0944D,RF-4C,660431,UDN,432TRW,14TRS,,_,_,/..,_,0,0,0,0,_,_,_,NVn,NVn,(Combat associated),_,Maj,Palmer G. S.,_,MIA,_,_,,
1968-02-28,0100D,C-130,640522,SBE,314TAW,779TAS,,_,None,/..,Takeoff,0,0,0,0,Enroute,Left wing,Y,SVn,SVn,Heavy small arms,N,Maj,Filmore L. R.,Crashlanded,Recovered,Uninjured,_,11.833333333333334,107.15
1968-02-28,0828D,F-105D,624385,TKL,355TFW,354TFS,,_,POL storage,/..,Dive,2,0,2500,0,At target,Engine,Y,LS,LS,Gunfire,N,Capt,l G. I.,Ejection,Recovered,Major injuries,USAF Helo,17.233333333333334,106.06666666666666
1968-02-29,0112D,F-4D,667528,UBN,8TFW,435TFS,,_,Truck park,/..,_,0,0,0,0,_,_,N,LS,THL,14.5mm AAA,N,LtCol,Smith C. D.,Ejection,Recovered (chute fail),Injured,_,15.233333333333333,104.86666666666666
1968-02-29,0747D,F-105F,638312,KRT,388TFW,44TFS,,_,Hanoi vehicle facility,/..,_,0,0,12000,550,At target,Right wing,Y,NVn,NVn,SAM,N,Maj,Fitton C. J.,Ejection,KIA,_,_,20.8,105.7
1968-03-01,_,C-123,540694,KSN,_,_,,_,_,/..,Climb,0,0,0,0,Enroute,_,_,SVn,u,Gunfire,_,u,u,_,Recovered,_,_,,
1968-03-03,0635D,A-37A,6714521,BHA,3TFW,604ACS,,_,_,/..,Dive,3,0,0,0,At target,_,_,SVn,SVn,Gunfire (poss. combat associated),_,1Lt,Welshan J. T.,_,KIA,_,_,9.316666666666666,105.66666666666667
1968-03-05,0800D,O-1F,572813,NTR,504TAS,21TASS,,_,_,/..,_,0,0,0,0,Enroute,_,_,SVn,SVn,Gunfire,N,Capt,Abbey W. T.,Crash,Recovered,Minor injuries,_,14.633333333333333,106.73333333333333
1968-03-06,0638D,F-100D,563269,BHA,3TFW,510TFS,,_,_,/..,Landing,0,0,0,0,Return,_,_,SVn,SVn,Gunfire,_,1Lt,Tomlinson W. V.,Ejection,Recovered,Minor injuries,_,10.983333333333333,106.78333333333333
1968-03-06,0755D,C-123,540590,PHR,315ACW,311ACS,,_,Not applicable,/..,Landing,0,0,4000,0,Return,Left engine,Y,SVn,SVn,Gunfire,_,LtCol,Hampton F. J.,Crash,KIA,_,_,16.616666666666667,106.76666666666667
1968-03-06,0825D,F-105D,624336,TKL,355TFW,333TFS,,_,Road segment,/..,_,1,0,5000,0,At target,Engine,Y,LS,THL,Gunfire,N,Capt,Peck F. E.,Ejection,Recovered,Major injuries,USAF Helo,16.666666666666668,105.98333333333333
1968-03-06,0912D,F-100D,553587,BHA,3TFW,90TFS,,_,Troops,/..,Pull up,0,0,2500,0,At target,Aft tail,N,SVn,SVn,Heavy gunfire,_,Capt,Sissell C. D.,Ejection,Recovered,Minor injuries,_,9.15,105.28333333333333
1968-03-11,2335D,EC-47,4477016,NTR,463TRW,361TEWS,,_,_,/..,_,0,0,9500,0,On station,Left engine,Y,LS,LS,37mm AAA,_,u,u,Crashlanded,Recovered,_,_,14.666666666666666,107.45
1968-03-11,0400D,F-4D,667719,DNG,366TFW,480TFS,,_,Vehicles on Route 1A,5000/5,Dive,1,0,3500,0,At target,_,N,NVn,NVn,Automatic weapons,p,Maj,Olds E. A.,Crash,MIA,_,_,17.9,106.46666666666667
1968-03-11,0455D,A-37,6714506,BHA,3TFW,604ACS,,_,_,/..,Strafe,0,0,0,0,At target,_,N,SVn,SVn,Gunfire,p,Maj,Bond R. D.,Crash,KIA,_,Army,10.433333333333334,107.26666666666667
1968-03-13,0135D,A-1E,52132587,NKP,432TRW,602ACS,,_,Lima Site 85,/..,Level,0,0,5800,0,On station,_,_,LS,LS,Gunfire (poss. combat associated),p,Maj,Westbrook D. E.,Crash,MIA,_,_,20.433333333333334,103.73333333333333
1968-03-13,0140D,A-1E,52133888,NKP,56ACW,1ACS,,_,_,/7,Level,0,0,200,220,At target,_,N,LS,LS,Heavy aimed automatic weapons,p,LtCol,Byrne J. H.,Crash,KIA,_,_,16.733333333333334,106.13333333333334
1968-03-14,0307D,F-4D,667508,DNG,366TFW,390TFS,,Napalm,Truck park and troops,3000/..,_,2,0,800,0,At target,_,Y,SVn,SVn,Automatic weapons/small arms,N,Maj,Tresemer G. L.,Ejection,Recovered,Minor injuries,USAF a/c,16.316666666666666,107.36666666666666
1968-03-15,0145D,F-4C,637701,CRB,12TFW,391TFS,,_,Truck park,/..,_,3,0,0,0,At target,Engine,Y,LS,LS,Gunfire,p,Capt,Fairlamb R. C.,Ejection,Recovered,Minor injuries,USAF helo,15.833333333333334,106.48333333333333
1968-03-16,1115Ds,O-2,6721408,NKP,56ACW,23TASS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,(Combat associated),_,1Lt,Engelhardt A. A.,Crash,KIA,_,_,16.783333333333335,106.63333333333334
1968-03-17,0205D,F-4D,668780,DNG,366TFW,390TFS,,_,Storage area and boats,/..,_,1,0,2000,0,_,Aft wing,N,NVn,Sea,50cal AAA,N,Maj,Lambrides P. D.,Ejection,Recovered,Minor injuries,_,17.266666666666666,107.05
1968-03-17,0906D,F-105D,610162,KRT,388TFW,469TFS,,_,Headquarters buildings,/..,Pull up,0,0,5000,0,At target,_,Y,LS,LS,Moderate barrage automatic weapons/37mm AAA,_,Capt,Hensley T. T.,_,KIA,_,_,20.4,104.05
1968-03-18,0330D,F-100F,563784,PHC,37TFW,355TFS,,_,Supply area,/..,_,0,0,5000,0,At target,Fuselage,Y,NVn,NVn,37/57mm AAA,_,Capt,Williams H. K.,Crash,MIA,Minor injuries,_,17.383333333333333,106.2
1968-03-18,0410D,O-1G,5112108,NTR,504TAS,21TASS,,_,_,/..,Level,0,0,1000,0,At target,_,N,SVn,SVn,Gunfire,N,Maj,Greer R. P.,Crashlanded,Recovered,Uninjured,_,12.516666666666667,109.1
1968-03-18,0915D,A-1H,52139678,UDN,432TRW,602ACS,,_,Strong point,/..,Strafe,0,0,0,0,At target,Engine,N,LS,THL,Automatic weapons,N,Capt,Leonard E. W.,Crashlanded,Recovered,Uninjured,_,17.683333333333334,103.05
1968-03-19,0850D,O-1E,514899,NTR,504TAS,21TASS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,(Combat associated),_,Maj,Blair C. E.,_,KIA,_,_,12.1,108.08333333333333
1968-03-20,0540D,F-100D,553606,PHC,37TFW,416TFS,,Napalm,Truck convoy,/..,_,3,0,500,0,At target,_,Y,NVn,NVn,Gunfire (combat associated),N,Maj,Thompson F. N.,Ejection,POW (returned),_,_,18.15,105.86666666666666
1968-03-20,0915D,O-1G,5116871,BHA,504TAS,19TASS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,(Combat associated),_,Maj,Zucker L. C.,Crash,KIA,_,_,11.116666666666667,106.51666666666667
1968-03-20,1220D,O-2A,6721338,DNG,504TAS,20TASS,,_,Khe Sanh,/..,_,0,0,0,0,_,_,_,LS,LS,(Combat associated),_,Maj,Fellows A. E.,_,MIA,_,_,,
1968-03-21,1530D,F-4D,668767,DNG,366TFW,390TFS,,_,Three trucks on Route 91B,/..,Dive,1,0,0,0,At target,_,N,LS,LS,Heavy 37mm AAA,p,1Lt,Hesford P. D.,_,MIA,_,_,16.666666666666668,106.06666666666666
1968-03-22,0127D,F-4C,640830,CRB,12TFW,559TFS,,_,Gun site,/..,Strafe,3,0,700,0,At target,_,_,LS,LS,Heavy automatic weapons,_,LtCol,Guy T. W.,_,POW (returned),_,_,16.65,106.38333333333334
1968-03-23,2342D,F-100D,563152,PHR,35TFW,614TFS,,_,VietCong structures,/..,Pull up,4,0,0,0,At target,Fuselage,Y,SVn,SVn,Gunfire,p,Capt,McKinney E. P.,Crash,KIA,_,Army Helo,13.9,109.18333333333334
1968-03-24,_,UC-123,540589,NKP,56ACW,606ACS,,_,_,/..,_,0,0,0,0,_,Left engine,Y,LS,THL,37mm AAA,N,u,u,Crashlanded,Recovered,_,_,17.366666666666667,104.65
1968-03-25,0552D,B-57,521592,PHR,35TFW,8TBS,,_,Ban Te Bang ford,/..,_,2,0,0,0,At target,Left engine,N,LS,SVn,Moderate small arms,N,Capt,Hopper R. W.,Ejection,KIA,_,_,16.05,108.2
1968-03-27,0439D,F-4D,668801,DNG,366TFW,480TFS,,_,Trucks,/..,Strafe,5,20,0,0,At target,_,N,NVn,NVn,Automatic weapons/small arms,_,Capt,Whitteker R. L.,Crash,KIA,_,_,17.333333333333332,106.2
1968-03-28,0535D,O-1F,572809,NTR,504TAS,21TASS,,_,_,/..,_,0,0,0,0,_,_,_,SVn,SVn,Small arms,N,Capt,Davies T.,Crash,Recovered,Uninjured,_,11.833333333333334,108.91666666666667
1968-03-28,1645N,F-111A,660022,TKL,355TFW,428TFS,,_,Chanh Hoa truck park,/..,_,0,0,0,0,_,_,_,NVn,NVn,(Combat associated),_,Maj,MacCann H.E.,_,MIA,_,_,,
1968-03-29,1420N,O-2,6721302,NKP,56ACW,23TASS,,_,_,/..,Level,0,0,5500,0,_,Aft engine,Y,NVn,LS,Gunfire,N,LtCol,Johnson H. C.,Ejection,Recovered,Uninjured,_,17.183333333333334,105.6
1968-04-01,0405D,O-2A,6721406,NKP,504ACW,23TASS,,_,_,/3,_,0,0,5500,0,At target,Aft engine,N,LS,LS,Automatic weapons,N,Maj,Dwyer G. T.,Ejection,Recovered,Uninjured,u Helo,17.083333333333332,105.01666666666667
1968-04-01,0648D,F-100D,553717,BHA,3TFW,510TFS,,Napalm,Vehicle in open,/..,_,2,0,0,0,At target,Left wing,Y,SVn,SVn,Own bomb (combat associated),_,Capt,Brinkman J. M.,Crash,KIA,_,_,11.4,106.4
1968-04-02,2205D,F-100D,552875,BHA,3TFW,510TFS,,_,VietCong base and bunkers,/..,Pull up,2,0,2000,0,At target,Engine,_,SVn,SVn,Gunfire,_,1Lt,Peterson K. S.,Ejection,Recovered,Minor injuries,_,10.733333333333333,106.66666666666667
1968-04-03,0425D,RB-57,521586,PHR,35TFW,8TBS,,_,Ban Te Bang ford,/..,Pull up,2,0,0,0,At target,Left wing,N,LS,SVn,Heavy aimed 37mm AAA (poss. combat associated),N,Maj,Zock R.,Crashlanded,Recovered,Uninjured,_,11.6,108.95
1968-04-03,0809D,RF-4C,650909,UDN,432TRW,11TRS,,_,Road strips,/..,_,0,0,0,0,_,_,_,NVn,NVn,Gunfire (poss. combat associated),_,Capt,Rexroad R. R.,_,MIA,_,_,,
1968-04-06,0504D,F-100D,552911,PHR,35TFW,615TFS,,_,Troops,/..,Dive,2,0,0,0,At target,_,N,SVn,SVn,Automatic weapons,p,Capt,Canup W. D.,Crash,KIA,_,_,14.05,108.48333333333333
1968-04-07,0322D,F-100F,563839,PHC,37TFW,416TFS,,_,Truck park on Route 191,/2,Dive,0,0,5500,0,At target,_,Y,NVn,LS,37mm AAA,N,Maj,Tapman T. F.,Ejection,Recovered,Minor injuries,USAF Helo,17.85,105.51666666666667
1968-04-13,0345D,RF-4C,660383,TSN,460TRW,12TRS,,_,"Route 165, segment D",/..,Level,2,0,2000,0,At target,_,Y,LS,LS,Gunfire,_,Maj,Stischer W. M,Ejection,POW (returned),_,_,15.2,107.03333333333333
1968-04-15,0630D,F-105D,638337,TKL,355TFW,357TFS,,_,Trucks,/..,_,0,0,5000,0,At target,Tail,Y,NVn,Sea,Moderate barrage 37mm AAA,N,Col,Winn D. W.,Ejection,Recovered,Injured,USAF Helo,16.416666666666668,108.33333333333333
1968-04-15,0830D,F-105D,610206,KRT,388TFW,34TFS,,_,_,/..,_,0,0,4000,420,_,_,Y,NVn,NVn,Heavy barrage 37/57mm AAA,_,Maj,Metz J. H.,Ejection,POW (died),_,_,17.666666666666668,106.41666666666667
1968-04-17,0701D,A-37A,6714518,BHA,3TFW,604ACS,,_,Automatic weapons site,/..,_,3,0,0,0,_,Right fuselage,Y,SVn,SVn,Heavy automatic weapons,_,Capt,Held J. W.,Ejection,KIA,_,_,11.916666666666666,107.13333333333334
1968-04-21,0615D,O-2,6721420,DNG,504TAS,20TASS,,_,_,/..,Level,0,0,4000,0,At target,Aft tail,N,SVn,SVn,Gunfire,N,Capt,Parr W. D.,Crashlanded,Recovered,Injured,USAF Helo,16.633333333333333,106.73333333333333
1968-04-21,0630D,F-4D,668778,DNG,366TFW,390TFS,,_,Enemy in trenches,4000/5,_,0,0,2500,0,_,_,N,SVn,SVn,Automatic weapons/small arms,p,Maj,Riggins R. P.,Crash,KIA,_,_,16.466666666666665,107.21666666666667
1968-04-21,1045Ds,F-4D,667600,DNG,366TFW,480TFS,,_,_,/..,_,0,0,0,0,_,_,_,NVn,Sea,Gunfire,_,Maj,Webster C. R.,Ejection,Recovered,_,USN Helo,17.083333333333332,107.75
